"Date(UTC)","BlockNumber","UnixTimeStamp","Value","ClientVersion"
"5/17/2019","7774424","1558051780","242189228742","1.8.27"
"5/18/2019","7780870","1558138196","243259801689","1.8.27"
"5/19/2019","7787274","1558224585","245208598109","1.8.27"
"5/20/2019","7793659","1558310980","246221841373","1.8.27"
"5/21/2019","7800002","1558397362","246221841373","1.8.27"
"5/22/2019","7806339","1558483799","247324129693","1.8.27"
"5/23/2019","7812739","1558570186","247283877598","1.8.27"
"5/24/2019","7819073","1558656561","247284190190","1.8.27"
"5/25/2019","7825468","1558742984","248326423629","1.8.27"
"5/26/2019","7831991","1558829391","250167785159","1.8.27"
"5/27/2019","7838422","1558915804","251376214430","1.8.27"
"5/28/2019","7844818","1559002196","251376285888","1.8.27"
"5/29/2019","7851152","1559088576","252354561534","1.8.27"
"5/30/2019","7857691","1559174988","252356074907","1.8.27"
"5/31/2019","7863995","1559261385","252356205206","1.8.27"
"6/1/2019","7870462","1559347777","253407988741","1.8.27"
"6/2/2019","7876839","1559434187","253408876457","1.8.27"
"6/3/2019","7883222","1559520597","256239386957","1.8.27"
"6/4/2019","7889538","1559606904","256239422436","1.8.27"
"6/5/2019","7895948","1559693400","257222727950","1.8.27"
"6/6/2019","7902349","1559779793","257222777363","1.8.27"
"6/7/2019","7908791","1559866188","258592477361","1.8.27"
"6/8/2019","7915140","1559952576","258589498611","1.8.27"
"6/9/2019","7921483","1560038974","260184328411","1.8.27"
"6/10/2019","7927840","1560125402","261471690081","1.8.27"
"6/11/2019","7934307","1560211782","261471687762","1.8.27"
"6/12/2019","7940679","1560298194","262447665808","1.8.27"
"6/13/2019","7947059","1560384553","262447685636","1.8.27"
"6/14/2019","7953466","1560470967","264709680255","1.8.27"
"6/15/2019","7959879","1560557352","264709687473","1.8.27"
"6/16/2019","7966242","1560643782","264709694483","1.8.27"
"6/17/2019","7972678","1560730192","266870456978","1.8.27"
"6/18/2019","7979059","1560816594","266870454296","1.8.27"
"6/19/2019","7985433","1560902971","267833322572","1.8.27"
"6/20/2019","7991836","1560989401","267833317607","1.8.27"
"6/21/2019","7998224","1561075792","267833310180","1.8.27"
"6/22/2019","8004556","1561162171","268877158110","1.8.27"
"6/23/2019","8011034","1561248594","268877340417","1.8.27"
"6/24/2019","8017414","1561334982","271577729587","1.8.27"
"6/25/2019","8023862","1561421389","271577738729","1.8.27"
"6/26/2019","8030279","1561507795","272670993918","1.8.27"
"6/27/2019","8036706","1561594191","272636073520","1.8.27"
"6/28/2019","8043091","1561680541","272636083706","1.8.27"
"6/29/2019","8049478","1561766987","273669294416","1.8.27"
"6/30/2019","8055908","1561853382","275401279765","1.8.27"
"7/1/2019","8062339","1561939782","276499448346","1.8.27"
"7/2/2019","8068757","1562026174","276499489849","1.8.27"
"7/3/2019","8075174","1562112582","277551725118","1.8.27"
"7/4/2019","8081571","1562198981","277552301858","1.8.27"
"7/5/2019","8087987","1562285387","277552652494","1.8.27"
"7/6/2019","8094372","1562371783","278567237698","1.8.27"
"7/7/2019","8100834","1562458166","280352692878","1.8.27"
"7/8/2019","8107330","1562544584","281320171122","1.8.27"
"7/9/2019","8113762","1562630980","281320370267","1.8.27"
"7/10/2019","8120194","1562717402","282308168491","1.8.27"
"7/11/2019","8126602","1562803794","282219973985","1.8.27"
"7/12/2019","8133031","1562890156","412951313083","1.9.0"
"7/13/2019","8139384","1562976580","406562206372","1.9.0"
"7/14/2019","8145818","1563062997","162624688342","1.9.0"
"7/15/2019","8152343","1563149382","163499674849","1.9.0"
"7/16/2019","8158681","1563235795","163499956758","1.9.0"
"7/17/2019","8165005","1563322186","163500030109","1.9.0"
"7/18/2019","8171374","1563408598","163500137656","1.9.0"
"7/19/2019","8177862","1563494986","163500168281","1.9.0"
"7/20/2019","8184219","1563581319","164631000019","1.9.0"
"7/21/2019","8190722","1563667779","164784312373","1.9.0"
"7/22/2019","8197135","1563754191","168819346438","1.9.0"
"7/23/2019","8203612","1563840581","168987626088","1.9.0"
"7/24/2019","8210086","1563926975","169139513870","1.9.0"
"7/25/2019","8216529","1564013367","169283739583","1.9.0"
"7/26/2019","8222882","1564099777","169463423074","1.9.0"
"7/27/2019","8229324","1564186176","170853209887","1.9.0"
"7/28/2019","8235810","1564272580","170970836261","1.9.0"
"7/29/2019","8242270","1564358982","173024526001","1.9.0"
"7/30/2019","8248644","1564445381","173209998741","1.9.0"
"7/31/2019","8255135","1564531790","173407287542","1.9.0"
"8/1/2019","8261560","1564618180","173568004827","1.9.0"
"8/2/2019","8267903","1564704545","173714673465","1.9.0"
"8/3/2019","8274403","1564790981","174433932049","1.9.0"
"8/4/2019","8280873","1564877393","174553459286","1.9.0"
"8/5/2019","8287314","1564963773","176003482590","1.9.0"
"8/6/2019","8293772","1565050174","176131804576","1.9.0"
"8/7/2019","8300201","1565136594","176238670369","1.9.0"
"8/8/2019","8306699","1565222994","176411948940","1.9.0"
"8/9/2019","8313079","1565309368","176593133889","1.9.0"
"8/10/2019","8319494","1565395778","178019031524","1.9.0"
"8/11/2019","8325995","1565482202","178141028597","1.9.0"
"8/12/2019","8332422","1565568600","180314258858","1.9.0"
"8/13/2019","8338893","1565654995","180450403341","1.9.0"
"8/14/2019","8345327","1565741374","180587034165","1.9.0"
"8/15/2019","8351782","1565827768","180726597493","1.9.0"
"8/16/2019","8358191","1565914169","181371386315","1.9.0"
"8/17/2019","8364639","1566000581","181507214233","1.9.0"
"8/18/2019","8371128","1566086975","181659564122","1.9.0"
"8/19/2019","8377567","1566173387","183437363409","1.9.0"
"8/20/2019","8383940","1566259777","183580263854","1.9.0"
"8/21/2019","8390373","1566346182","183726878859","1.9.0"
"8/22/2019","8396818","1566432559","183873575252","1.9.0"
"8/23/2019","8403220","1566518992","184017064543","1.9.0"
"8/24/2019","8409697","1566605384","185567044220","1.9.0"
"8/25/2019","8416000","1566691786","185002105903","1.9.0"
"8/26/2019","8422589","1566778173","186168147950","1.9.2"
"8/27/2019","8428943","1566864552","185447733921","1.9.2"
"8/28/2019","8435344","1566950992","185583242930","1.9.2"
"8/29/2019","8441771","1567037395","185726479163","1.9.2"
"8/30/2019","8448246","1567123771","185865216728","1.9.2"
"8/31/2019","8454677","1567210147","186002000148","1.9.2"
"9/1/2019","8461093","1567296595","187485923125","1.9.2"
"9/2/2019","8467492","1567383002","191913029171","1.9.2"
"9/3/2019","8473919","1567469381","192053261343","1.9.2"
"9/4/2019","8480317","1567555794","192194234850","1.9.2"
"9/5/2019","8486710","1567642191","192337224927","1.9.2"
"9/6/2019","8493176","1567728604","192477609684","1.9.2"
"9/7/2019","8499554","1567814997","193999307501","1.9.2"
"Date(UTC)","BlockNumber","UnixTimeStamp","Value","ClientVersion"
"1/23/2019","7111289","1548202180","148312215754","2.2.7"
"1/24/2019","7116274","1548288519","149816647735","2.2.7"
"1/25/2019","7121375","1548374948","148748304220","2.2.7"
"1/26/2019","7126462","1548461373","148825677831","2.2.7"
"1/27/2019","7131517","1548547768","149213792743","2.2.7"
"1/28/2019","7136539","1548634184","149379140457","2.2.7"
"1/29/2019","7141416","1548720584","149482159665","2.2.7"
"1/30/2019","7146292","1548806992","150252319363","2.2.7"
"1/31/2019","7151230","1548893366","150040249034","2.2.7"
"2/1/2019","7156164","1548979719","150229784773","2.2.7"
"2/2/2019","7161012","1549066185","150488796034","2.2.7"
"2/3/2019","7165949","1549152555","150684050510","2.2.7"
"2/4/2019","7170805","1549238960","150807543467","2.2.7"
"2/5/2019","7175752","1549325378","150829117977","2.2.7"
"2/6/2019","7180654","1549411752","152411455263","2.2.7"
"2/7/2019","7185533","1549498146","151491578037","2.2.7"
"2/8/2019","7190465","1549584594","151482144154","2.2.7"
"2/9/2019","7195382","1549670996","151564161559","2.2.7"
"2/10/2019","7200281","1549757369","151908132484","2.2.7"
"2/11/2019","7204582","1549843745","151989257957","2.2.7"
"2/12/2019","7208771","1549930175","152043264956","2.2.7"
"2/13/2019","7213043","1550016550","152631196063","2.2.7"
"2/14/2019","7217203","1550102982","152597700963","2.2.7"
"2/15/2019","7221377","1550189370","152850348055","2.2.7"
"2/16/2019","7225536","1550275778","152923191099","2.2.10"
"2/17/2019","7231994","1550409175","153291562878","2.2.10"
"2/18/2019","7233897","1550448577","153267529018","2.2.10"
"2/19/2019","7238097","1550534972","153518658675","2.2.10"
"2/20/2019","7242392","1550621383","153770612878","2.2.10"
"2/21/2019","7246850","1550712615","155198707784","2.2.10"
"2/22/2019","7250875","1550794176","154153245102","2.2.10"
"2/23/2019","7255115","1550880560","154633396764","2.2.10"
"2/24/2019","7259664","1550971156","154732755513","2.2.10"
"2/25/2019","7263727","1551053376","154859736302","2.2.10"
"2/26/2019","7267963","1551139772","155000018026","2.2.10"
"2/27/2019","7272243","1551226152","155092875458","2.2.10"
"2/28/2019","7276521","1551312590","155425550967","2.2.10"
"3/1/2019","7280899","1551398986","155600064438","2.2.10"
"3/2/2019","7286903","1551485381","155759932721","2.2.10"
"3/3/2019","7293291","1551571786","156030386084","2.2.10"
"3/4/2019","7299681","1551658184","156282806797","2.2.10"
"3/5/2019","7306064","1551744566","156576198638","2.2.10"
"3/6/2019","7312491","1551831000","158417785738","2.2.10"
"3/7/2019","7318905","1551917380","158222829202","2.2.10"
"3/8/2019","7325328","1552003781","157161495101","2.2.10"
"3/9/2019","7331716","1552090167","157406381234","2.2.10"
"3/10/2019","7338104","1552176592","157673520260","2.2.10"
"3/11/2019","7344613","1552262988","157909204839","2.2.10"
"3/12/2019","7351004","1552349395","158144558486","2.2.10"
"3/13/2019","7357448","1552435770","158406502305","2.2.10"
"3/14/2019","7363849","1552522193","158726502146","2.2.10"
"3/15/2019","7370286","1552608578","158999421930","2.2.10"
"3/16/2019","7376696","1552694999","159234085409","2.2.10"
"3/17/2019","7383215","1552781368","159385130113","2.2.10"
"3/18/2019","7389628","1552867792","159581638935","2.2.10"
"3/19/2019","7395988","1552954183","159841913124","2.2.10"
"3/20/2019","7402401","1553040584","160654446137","2.2.10"
"3/21/2019","7408882","1553126993","161597711109","2.2.10"
"3/22/2019","7415252","1553213386","161830506337","2.2.10"
"3/23/2019","7421669","1553299793","162134873099","2.2.10"
"3/24/2019","7428093","1553386183","161307579460","2.2.10"
"3/25/2019","7434528","1553472577","161420631156","2.2.10"
"3/26/2019","7440955","1553558995","161799944378","2.2.10"
"3/27/2019","7447300","1553645377","161935231512","2.2.10"
"3/28/2019","7453766","1553731800","162350307474","2.2.10"
"3/29/2019","7460155","1553818200","162596255860","2.2.10"
"3/30/2019","7466510","1553904626","162872398317","2.2.10"
"3/31/2019","7472888","1553990973","163085477113","2.2.10"
"4/1/2019","7479301","1554077379","163529704677","2.2.10"
"4/2/2019","7485716","1554163786","163745609424","2.2.10"
"4/3/2019","7492076","1554250200","164151428629","2.2.10"
"4/4/2019","7498412","1554336567","164442539551","2.2.10"
"4/5/2019","7504810","1554422979","164699660027","2.2.10"
"4/6/2019","7511241","1554509381","165062906153","2.2.10"
"4/7/2019","7517709","1554595797","165080606115","2.2.10"
"4/8/2019","7524167","1554682172","165452195906","2.2.10"
"4/9/2019","7530613","1554768593","167089103151","2.2.10"
"4/10/2019","7537034","1554854943","165922728446","2.2.10"
"4/11/2019","7543494","1554941392","166307100756","2.2.10"
"4/12/2019","7549877","1555027713","166409815835","2.2.10"
"4/13/2019","7556312","1555114178","166826287456","2.2.10"
"4/14/2019","7562793","1555200560","167017563545","2.2.10"
"4/15/2019","7569206","1555286987","167271316357","2.2.10"
"4/16/2019","7575652","1555373396","167555207903","2.2.10"
"4/17/2019","7582053","1555459780","167791516466","2.2.10"
"4/18/2019","7588436","1555546161","168153408225","2.2.10"
"4/19/2019","7594860","1555632599","168471934114","2.2.10"
"4/20/2019","7601290","1555718982","168662128378","2.2.10"
"4/21/2019","7607662","1555805362","169024300285","2.2.10"
"4/22/2019","7614122","1555891768","169486707190","2.2.10"
"4/23/2019","7620549","1555978178","169452579435","2.2.10"
"4/24/2019","7626867","1556064605","169804241959","2.2.10"
"4/25/2019","7633247","1556150990","170092854704","2.2.10"
"4/26/2019","7639719","1556237397","170251283448","2.2.10"
"4/27/2019","7646173","1556323776","170674750159","2.2.10"
"4/28/2019","7652636","1556410169","170811932762","2.2.10"
"4/29/2019","7659025","1556496577","171173451496","2.2.10"
"4/30/2019","7665482","1556582976","171233242932","2.2.10"
"5/1/2019","7671906","1556669402","171685999359","2.2.10"
"5/2/2019","7678364","1556755787","171962782265","2.2.10"
"5/3/2019","7684789","1556842158","172063825949","2.2.10"
"5/4/2019","7691138","1556928600","173615799081","2.2.10"
"5/5/2019","7697827","1557017198","172979499090","2.2.10"
"5/6/2019","7704050","1557101377","172927272491","2.4.5"
"5/7/2019","7710407","1557187762","173289652040","2.4.5"
"5/8/2019","7716799","1557274171","173560533531","2.4.5"
"5/9/2019","7723148","1557360598","173816469937","2.4.5"
"5/10/2019","7729500","1557446928","174083660871","2.4.5"
"5/11/2019","7735940","1557533399","174479434881","2.4.5"
"5/12/2019","7742341","1557619798","174673460515","2.4.5"
"5/13/2019","7748797","1557706190","174935003651","2.4.5"
"5/14/2019","7755242","1557793827","175365421356","2.4.5"
"5/15/2019","7761626","1557878947","175577370693","2.4.5"
"5/16/2019","7768084","1557965359","175926637204","2.4.5"
"5/17/2019","7774424","1558051780","176826706424","2.4.5"
"5/18/2019","7780870","1558138196","176624139458","2.4.5"
"5/19/2019","7787274","1558224585","176982574071","2.4.5"
"5/20/2019","7793659","1558310980","177287417264","2.4.5"
"5/21/2019","7800002","1558397362","177700822411","2.4.5"
"5/22/2019","7806339","1558483799","177974212608","2.4.5"
"5/23/2019","7812739","1558570186","178319597520","2.4.5"
"5/24/2019","7819073","1558656561","178721757939","2.4.5"
"5/25/2019","7825468","1558742984","179084216954","2.4.5"
"5/26/2019","7831991","1558829391","179497460170","2.4.5"
"5/27/2019","7838421","1558915782","179608461951","2.4.5"
"5/28/2019","7844818","1559002196","180113584783","2.4.5"
"5/29/2019","7851152","1559088576","180380645240","2.4.5"
"5/30/2019","7857691","1559174988","180647728125","2.4.5"
"5/31/2019","7863995","1559261385","181100888563","2.4.5"
"6/1/2019","7870462","1559347777","181325168641","2.4.5"
"6/2/2019","7876839","1559434187","181642858408","2.4.5"
"6/3/2019","7883222","1559520597","183177884393","2.4.5"
"6/4/2019","7889538","1559606904","183661297317","2.4.5"
"6/5/2019","7895948","1559693400","182640044808","2.4.5"
"6/6/2019","7902349","1559779793","182959466067","2.4.5"
"6/7/2019","7908791","1559866188","183326792537","2.4.5"
"6/8/2019","7915140","1559952576","183610451961","2.4.5"
"6/9/2019","7921483","1560038974","183846911533","2.4.5"
"6/10/2019","7927840","1560125402","185271671736","2.4.5"
"6/11/2019","7934307","1560211782","184662495637","2.4.5"
"6/12/2019","7940679","1560298194","185154065020","2.4.5"
"6/13/2019","7947059","1560384553","185237155617","2.4.5"
"6/14/2019","7953466","1560470967","185569232908","2.4.5"
"6/15/2019","7959879","1560557352","185886401735","2.4.5"
"6/16/2019","7966242","1560643782","186229895439","2.4.5"
"6/17/2019","7972678","1560730192","186665260190","2.4.5"
"6/18/2019","7979059","1560816594","186639277549","2.4.5"
"6/19/2019","7985433","1560902971","187123744575","2.4.5"
"6/20/2019","7991836","1560989401","187480583423","2.4.5"
"6/21/2019","7998224","1561075792","187728842750","2.4.5"
"6/22/2019","8004556","1561162171","188150249849","2.4.5"
"6/23/2019","8011034","1561248594","188580607468","2.4.5"
"6/24/2019","8017414","1561334982","188748052492","2.4.5"
"6/25/2019","8023862","1561421389","189156150403","2.4.5"
"6/26/2019","8030280","1561507797","189372626745","2.4.5"
"6/27/2019","8036706","1561594191","189776912721","2.4.5"
"6/28/2019","8043091","1561680541","190116720273","2.4.5"
"6/29/2019","8049478","1561766987","190399910353","2.4.5"
"6/30/2019","8055908","1561853382","190648493277","2.4.5"
"7/1/2019","8062339","1561939782","190989092142","2.4.5"
"7/2/2019","8068757","1562026174","191222746849","2.4.5"
"7/3/2019","8075174","1562112582","191673363210","2.4.5"
"7/4/2019","8081571","1562198981","191913093458","2.4.5"
"7/5/2019","8087987","1562285387","192643003475","2.4.5"
"7/6/2019","8094372","1562371783","192523569986","2.4.5"
"7/7/2019","8100834","1562458166","192752954373","2.4.5"
"7/8/2019","8107330","1562544584","193027909670","2.4.9"
"7/9/2019","8113762","1562630980","193541387402","2.4.9"
"7/10/2019","8120195","1562717406","195159420340","2.4.9"
"7/11/2019","8126602","1562803794","194146267455","2.4.9"
"7/12/2019","8133031","1562890156","194557298115","2.5.5"
"7/13/2019","8139384","1562976580","195881102301","2.5.5"
"7/14/2019","8145818","1563062997","196583197723","2.5.5"
"7/15/2019","8152343","1563149382","195540476356","2.5.5"
"7/16/2019","8158681","1563235795","195704722971","2.5.5"
"7/17/2019","8165005","1563322186","197359910560","2.5.5"
"7/18/2019","8171374","1563408598","196233639868","2.5.5"
"7/19/2019","8177862","1563494986","197855598231","2.5.5"
"7/20/2019","8184219","1563581319","196626534060","2.5.5"
"7/21/2019","8190722","1563667779","197202589285","2.5.5"
"7/22/2019","8197135","1563754191","197235766274","2.5.5"
"7/23/2019","8203612","1563840581","197521306689","2.5.5"
"7/24/2019","8210086","1563926975","197673667626","2.5.5"
"7/25/2019","8216529","1564013367","197948264490","2.5.5"
"7/26/2019","8222882","1564099777","198245075289","2.5.5"
"7/27/2019","8229324","1564186176","198592671431","2.5.5"
"7/28/2019","8235810","1564272580","198994779613","2.5.5"
"7/29/2019","8242270","1564358982","199206669788","2.5.5"
"7/30/2019","8248644","1564445381","199805936046","2.5.5"
"7/31/2019","8255135","1564531790","199806002397","2.5.5"
"8/1/2019","8261560","1564618180","201364582433","2.5.5"
"8/2/2019","8267903","1564704545","200415122356","2.5.5"
"8/3/2019","8274403","1564790981","200747298560","2.5.5"
"8/4/2019","8280873","1564877393","202271273478","2.5.5"
"8/5/2019","8287314","1564963773","201330244339","2.5.5"
"8/6/2019","8293772","1565050174","202880212629","2.5.5"
"8/7/2019","8300201","1565136594","203190163447","2.5.5"
"8/8/2019","8306699","1565222994","202043277453","2.5.5"
"8/9/2019","8313079","1565309368","202327297605","2.5.5"
"8/10/2019","8319494","1565395778","202792148878","2.5.5"
"8/11/2019","8325994","1565482134","202950946160","2.5.5"
"8/12/2019","8332421","1565568590","203184404158","2.5.5"
"8/13/2019","8338893","1565654995","203537744416","2.5.5"
"8/14/2019","8345327","1565741374","203820441005","2.5.5"
"8/15/2019","8351782","1565827768","204089103499","2.5.5"
"8/16/2019","8358191","1565914169","204265728244","2.5.5"
"8/17/2019","8364639","1566000581","204500054967","2.5.5"
"8/18/2019","8371128","1566086975","204749163897","2.5.5"
"8/19/2019","8377567","1566173387","205192750372","2.5.5"
"8/20/2019","8383940","1566259777","205449955989","2.5.5"
"8/21/2019","8390373","1566346182","207089900295","2.5.5"
"8/22/2019","8396818","1566432559","207589379683","2.5.5"
"8/23/2019","8403220","1566518992","206339053332","2.5.5"
"8/24/2019","8409697","1566605384","206667919778","2.5.5"
"8/25/2019","8416000","1566691786","208362294856","2.5.5"
"8/26/2019","8422589","1566778173","207248267937","2.5.6"
"8/27/2019","8428943","1566864552","207668710376","2.5.6"
"8/28/2019","8435344","1566950992","208732797889","2.5.6"
"8/29/2019","8441771","1567037395","207818429263","2.5.6"
"8/30/2019","8448246","1567123771","208225710338","2.5.6"
"8/31/2019","8454677","1567210147","208474373391","2.5.7"
"9/1/2019","8461093","1567296595","208769607653","2.5.7"
"9/2/2019","8467492","1567383002","209101077340","2.5.7"
"9/3/2019","8473919","1567469381","209291285738","2.5.7"
"9/4/2019","8480317","1567555794","210988646298","2.5.7"
"9/5/2019","8486710","1567642191","210079832577","2.5.7"
"9/6/2019","8493175","1567728601","210118193365","2.5.7"
"9/7/2019","8499554","1567814997","210448663318","2.5.7"
