"Date(UTC)","UnixTimeStamp","Value"
"6/26/2019","1561507200","0.9397"
"6/27/2019","1561593600","0.9417"
"6/28/2019","1561680000","0.9240"
"6/29/2019","1561766400","0.7588"
"6/30/2019","1561852800","0.7455"
"7/1/2019","1561939200","0.8806"
"7/2/2019","1562025600","0.8945"
"7/3/2019","1562112000","0.8804"
"7/4/2019","1562198400","0.8190"
"7/5/2019","1562284800","0.8375"
"7/6/2019","1562371200","0.8171"
"7/7/2019","1562457600","0.7386"
"7/8/2019","1562544000","0.8395"
"7/9/2019","1562630400","0.8426"
"7/10/2019","1562716800","0.8090"
"7/11/2019","1562803200","0.8962"
"7/12/2019","1562889600","0.8324"
"7/13/2019","1562976000","0.6954"
"7/14/2019","1563062400","0.7604"
"7/15/2019","1563148800","0.8825"
"7/16/2019","1563235200","0.9284"
"7/17/2019","1563321600","0.8990"
"7/18/2019","1563408000","0.8161"
"7/19/2019","1563494400","0.8366"
"7/20/2019","1563580800","0.7194"
"7/21/2019","1563667200","0.6762"
"7/22/2019","1563753600","0.7331"
"7/23/2019","1563840000","0.7295"
"7/24/2019","1563926400","0.8676"
"7/25/2019","1564012800","0.9133"
"7/26/2019","1564099200","0.8158"
"7/27/2019","1564185600","0.7988"
"7/28/2019","1564272000","0.7959"
"7/29/2019","1564358400","0.8062"
"7/30/2019","1564444800","0.8212"
"7/31/2019","1564531200","0.8632"
"8/1/2019","1564617600","0.9023"
"8/2/2019","1564704000","0.8355"
"8/3/2019","1564790400","0.8240"
"8/4/2019","1564876800","0.7735"
"8/5/2019","1564963200","0.8445"
"8/6/2019","1565049600","0.9083"
"8/7/2019","1565136000","0.8804"
"8/8/2019","1565222400","0.8718"
"8/9/2019","1565308800","0.8392"
"8/10/2019","1565395200","0.7712"
"8/11/2019","1565481600","0.7578"
"8/12/2019","1565568000","0.8205"
"8/13/2019","1565654400","0.7947"
"8/14/2019","1565740800","0.8854"
"8/15/2019","1565827200","0.8804"
"8/16/2019","1565913600","0.8358"
"8/17/2019","1566000000","0.7785"
"8/18/2019","1566086400","0.7681"
"8/19/2019","1566172800","0.8952"
"8/20/2019","1566259200","0.9052"
"8/21/2019","1566345600","0.9131"
"8/22/2019","1566432000","0.8959"
"8/23/2019","1566518400","0.8940"
"8/24/2019","1566604800","0.8563"
"8/25/2019","1566691200","0.8991"
"8/26/2019","1566777600","0.9371"
"8/27/2019","1566864000","0.9132"
"8/28/2019","1566950400","0.9175"
"8/29/2019","1567036800","0.9185"
"8/30/2019","1567123200","0.9131"
"8/31/2019","1567209600","0.9067"
"9/1/2019","1567296000","0.9140"
"9/2/2019","1567382400","0.9328"
"9/3/2019","1567468800","0.9420"
"9/4/2019","1567555200","0.9356"
"9/5/2019","1567641600","0.9427"
"9/6/2019","1567728000","0.9474"
